canonical_id,identity_persona,status,model_reasoning,session_id,tmux_pid,worktree,branch_at_head,upstream_state,mailbox,first_seen_utc,last_seen_utc,nonce_status,result_state,gate_state,mutation_state,patch_identity,current_base_relevance,evidence_sources,confidence,cleanup_authority,open_gaps
mailbox-111,Norm / Codex demolition desk on Jay directive,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T08:34:10Z,2026-08-26T08:34:10Z,one-way/partial,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-112,Norm / Issue 31 mutation referee,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-luna-conor-31test/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:39:23Z,2026-08-26T12:39:23Z,absent,ambiguous,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-113,Norm / assertion mutation referee,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-norm-flash-ingest/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:47:02Z,2026-08-26T12:47:02Z,absent,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-114,Norm / cross-desk duplicate detective,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-prior-art/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:37:06Z,2026-08-26T12:37:07Z,absent,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-115,Norm / dirty benchmark forensic desk,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-flash-prune/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:40:37Z,2026-08-26T12:40:37Z,absent,ambiguous,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-116,Norm / measured demolition,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:26:25Z,2026-08-26T12:36:03Z,one-way/partial,reported-running,reported-count=2,reported-count=2,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-117,Norm / scorecard objection desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-prior-art/.agent-mailbox,2026-08-26T12:26:06Z,2026-08-26T12:52:53Z,one-way/partial,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-118,Ozzy / Codex,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T11:00:27Z,2026-08-26T11:12:45Z,one-way/partial,historical,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-119,Ozzy Evidence Desk,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T10:07:54Z,2026-08-26T10:14:47Z,one-way/partial,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-120,Ozzy challenge relayed by Imperator Furiosa,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-t52-composite-claim-spy/.agent-mailbox;/Users/jay-m4/code/rawclaw-furiosa-t53-rival-points-spy/.agent-mailbox,2026-08-27T04:11:33Z,2026-08-27T04:11:33Z,absent,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-121,Supervisor (takeover session),completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T07:26:58Z,2026-08-26T07:45:11Z,absent,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-122,furiosa supervisor,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-fold-latency/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T22:16:39Z,2026-08-26T22:17:01Z,absent,reported-running,reported-count=2,reported-count=2,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-123,furiosa-tick18-mutation,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-mutation-t18-20260827/.agent-mailbox,2026-08-26T22:25:34Z,2026-08-26T22:27:17Z,one-way/partial,reported-running,not evidenced,reported-count=2,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-124,heartbeat compliance desk,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-pressure-20260827/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-27T04:37:36Z,2026-08-27T04:37:36Z,one-way/partial,reported-running,reported-count=2,reported-count=2,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-125,norm/lenny-spy,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-norm-lenny-spy/.agent-mailbox,2026-08-26T12:29:42Z,2026-08-26T12:53:00Z,one-way/partial,reported-running,reported-count=2,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-126,registry-live-collector,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-27T04:39:16Z,2026-08-27T04:41:00Z,one-way/partial,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-127,worker:rawclaw-furiosa-audit-identity,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T18:54:37Z,2026-08-26T18:57:58Z,absent,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-128,worker:rawclaw-furiosa-audit-mutation,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T18:57:27Z,2026-08-26T19:04:22Z,absent,ambiguous,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-129,worker:rawclaw-han-luna-candidate-stomp,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:02:01Z,2026-08-26T19:03:20Z,absent,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-130,worker:rawclaw-han-luna-graph-mechanism,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:05:18Z,2026-08-26T19:06:17Z,absent,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-131,worker:rawclaw-luna-conor-32a,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T08:20:12Z,2026-08-26T08:33:59Z,one-way/partial,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-132,worker:rawclaw-luna-conor-32b,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T08:28:40Z,2026-08-26T08:29:46Z,absent,ambiguous,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-133,worker:rawclaw-wt-dumpfirst,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-25T20:10:45Z,2026-08-25T20:38:18Z,absent,ambiguous,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-134,worker:rawclaw-wt-modernize,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-25T18:03:03Z,2026-08-25T18:03:15Z,absent,ambiguous,not evidenced,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-135,/root/registry_git_collector,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-27T04:35:00Z,2026-08-27T04:35:00Z,absent,ambiguous,not evidenced,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-136,"CC-Supervisor (new session, continuing e1f88196's spec)",completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T06:16:12Z,2026-08-26T06:16:12Z,absent,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-137,CC-Supervisor (this session),completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T07:15:08Z,2026-08-26T07:15:08Z,absent,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-138,Codex supervisor: instant-closeout-spec,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T07:16:22Z,2026-08-26T07:16:22Z,one-way/partial,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-139,Conor McGregor / Codex sports desk — Jay compliance,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T08:41:20Z,2026-08-26T08:41:20Z,one-way/partial,reported-running,reported-count=1,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-140,Conor McGregor / Codex sports desk — Jay enforcement,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T08:37:32Z,2026-08-26T08:37:32Z,one-way/partial,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-141,Conor McGregor / Codex sports desk — relaying Jay,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T08:33:25Z,2026-08-26T08:33:25Z,absent,reported-running,reported-count=1,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-142,Ellen Ripley / Luna-medium worker,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-t52-prior-art-delta/.agent-mailbox,2026-08-27T04:09:41Z,2026-08-27T04:09:41Z,one-way/partial,historical,not evidenced,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-143,Furiosa / Evidence Prosecutor,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T22:27:04Z,2026-08-26T22:27:04Z,one-way/partial,reported-running,reported-count=1,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-144,Furiosa Tick 33 prior-art regrader,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-27T00:44:48Z,2026-08-27T00:44:48Z,one-way/partial,reported-running,reported-count=1,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-145,Furiosa Tick 34 SQLite referee,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-27T00:51:56Z,2026-08-27T00:51:56Z,absent,ambiguous,reported-count=1,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-146,Furiosa root,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T22:30:53Z,2026-08-26T22:30:53Z,one-way/partial,reported-running,reported-count=1,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-147,Furiosa terminal-receipt referee,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-prior-art-cadence/.agent-mailbox,2026-08-26T21:16:13Z,2026-08-26T21:16:13Z,one-way/partial,historical,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-148,Furiosa terminal-receipt worker,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T21:08:07Z,2026-08-26T21:08:07Z,absent,ambiguous,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-149,Han Solo / Mechanism Raider takeover,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T21:17:00Z,2026-08-26T21:17:00Z,one-way/partial,reported-running,reported-count=1,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-150,Han Solo supervisor,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-han-tick7-prior-art-20260827/.agent-mailbox,2026-08-26T20:22:53Z,2026-08-26T20:22:53Z,one-way/partial,historical,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-151,Imperator Furiosa / Supervisor A,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-27T04:11:50Z,2026-08-27T04:11:50Z,one-way/partial,historical,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-152,Imperator Furiosa self-test,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T19:25:42Z,2026-08-26T19:25:42Z,absent,ambiguous,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-153,Kierkegaard,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T21:15:34Z,2026-08-26T21:15:34Z,one-way/partial,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-154,Lenny prior-art-map worker,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T11:02:17Z,2026-08-26T11:02:17Z,one-way/partial,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-155,Luna Prior-Art Cadence,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T21:15:56Z,2026-08-26T21:15:56Z,one-way/partial,historical,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-156,Norm / Codex evidence desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:16:42Z,2026-08-26T12:16:42Z,one-way/partial,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-157,Norm / Codex fence desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-norm-flash-fence/.agent-mailbox,2026-08-26T10:25:21Z,2026-08-26T10:25:21Z,absent,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-158,Norm / Codex hooks desk,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-norm-flash-hooks/.agent-mailbox,2026-08-26T10:06:50Z,2026-08-26T10:06:50Z,one-way/partial,historical,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-159,Norm / Codex hostile integration,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:17:46Z,2026-08-26T12:17:46Z,absent,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-160,Norm / Codex late-entry wrecking crew,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:23:47Z,2026-08-26T12:23:47Z,absent,ambiguous,reported-count=1,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-161,Norm / Codex ledger desk,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T11:06:58Z,2026-08-26T11:06:58Z,absent,ambiguous,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-162,Norm / Codex review desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T11:17:41Z,2026-08-26T11:17:41Z,one-way/partial,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-163,Norm / rival rubble scale,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:26:37Z,2026-08-26T12:26:37Z,one-way/partial,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
