kind,absolute_worktree,branch,head,upstream,ahead_behind,dirty_state,last_author,last_time,last_subject,persona_inference,mailbox_presence,result_report_files,merge_base_to_current_base,current_base_relevance
origin-ref,UNCERTAIN,ozzy/luna-fresh-doc-referee-20260827,12c02ae3deb4d7bdc9b53d9ed844244f37e37d03,origin/ozzy/luna-fresh-doc-referee-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:53:41+08:00,docs: tighten tombstone publication contract,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/luna-graph-20260827,7ef89c408048f9f43549af16ba7890061e08e5fd,origin/ozzy/luna-graph-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:07:29+08:00,cli: remove redundant tag topic overlay,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/luna-latency-20260827,571f128eedc4b1760a9b139fd1732d31180a97f2,origin/ozzy/luna-latency-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:13:32+08:00,test: record actual detached publication completion,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/luna-nofold-a-20260827,292284a0f4d8ded159574fc6d4aea42a7ca57763,origin/ozzy/luna-nofold-a-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:27:13+08:00,fix(tag): refresh explicit directories without folding,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/luna-nofold-b-20260827,f58a4c076a4dd8e89fb13e95ffce6b43edf895ce,origin/ozzy/luna-nofold-b-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:24:47+08:00,fix(tag-write): refresh explicit dirs without folding,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/luna-nofold-referee-20260827,d74ff94b3c575a46adb18e2bc41c83b4a19ea2b5,origin/ozzy/luna-nofold-referee-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:10:09+08:00,test: add no-fold exact-container referee matrix,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/luna-sidecar-referee-20260827,0814bdce72f5a8e78c0b1145b8a279d233357f78,origin/ozzy/luna-sidecar-referee-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:12:37+08:00,fix: prune sidecars for removed sessions,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/luna-targeted-refresh-20260827,e43127edc1d35e111c8b0fa5bcb19a8cb59b26ce,origin/ozzy/luna-targeted-refresh-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:24:46+08:00,perf(tag): refresh only resolved session before write,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/narrow-tag-publisher-20260827,4f8ea6cbf0c59d2d82764c01e0a1429d0ae4892c,origin/ozzy/narrow-tag-publisher-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T03:57:46+08:00,fix: fence narrow session publication,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/pressure-luna-20260827,cda693dc9b118de310dbb2f7d1cdecf86a5a0ef9,origin/ozzy/pressure-luna-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T02:53:01+08:00,harden pressure auditor state and escalation,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/prior-art-20260826,a829b1b22aacc5ed64b5624d112e10eb27f67df3,origin/ozzy/prior-art-20260826,n/a (remote ref),not-attached,MoonCaves,2026-08-26T22:06:21+08:00,"docs(prior-art): wave 8 rulings, generative property testing, unlink invariants, and 90 canonical sources",ozzy,absent/UNCERTAIN,none-observed,86c5ce06b789e9e287154ba25acc699d04ff2c7b,diverged
origin-ref,UNCERTAIN,ozzy/red-consolidated-topic-delete-20260827,bfc2fbd7f257800cfa3a33154fbd381441a33b9c,origin/ozzy/red-consolidated-topic-delete-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T03:55:24+08:00,test: prove consolidated topic deletion gap,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/red-fastpath-stale-source-20260827,73e9a1a43e62656cf6df0bdb998807ea4e9d7e2d,origin/ozzy/red-fastpath-stale-source-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T04:14:54+08:00,test: expose stale TDir fast path,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/red-narrow-cocontributor-20260827,74a02857edbb3ab431eb460db786ae9e4e013055,origin/ozzy/red-narrow-cocontributor-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T04:01:25+08:00,test: expose narrow publisher co-contributor deletion,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/red-narrow-ordering-20260827,d7f4532f00ac5ee5f293437d6ff7c9c2e5edd40c,origin/ozzy/red-narrow-ordering-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T04:01:54+08:00,test: prove detached publication ordering gap,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/red-narrow-selfalias-20260827,37294537fba063298811a5a7f6db8997ff0e6fc4,origin/ozzy/red-narrow-selfalias-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T04:02:10+08:00,test: expose hard-link self-source alias,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/red-overlay-deletion-20260827,9c845edf45ab5b11561616cfa66b2c7ef56f7262,origin/ozzy/red-overlay-deletion-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T03:52:32+08:00,test: prove overlay must drop deleted boundaries,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/review-composite-ponytail-20260827,4a5a83d7a14c159cbd37d1589b9e3396d44dc84f,origin/ozzy/review-composite-ponytail-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T04:22:51+08:00,review: ponytail composite complexity findings,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/speed-proof-20260827,8a62bf510197a59b509de6f73ae2c3d995c9172d,origin/ozzy/speed-proof-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T03:48:21+08:00,review: correct overlay collision finding,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/speed-prune-20260827,73171fd448fbe2622ed39c8e58f090172587771e,origin/ozzy/speed-prune-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T03:45:35+08:00,review: adversarial tombstone prune findings,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,ozzy/speed-publish-20260827,08dcc8d31a4f66d2c3f54d56ace6725835bb4299,origin/ozzy/speed-publish-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T03:52:11+08:00,review: credit Han detached publisher implementation,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,referee/furiosa-c38-contract-20260827,feae99e6e965e76bd0d0b0d065eded3e4dc79a3c,origin/referee/furiosa-c38-contract-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:33:21+08:00,test: cover pruning without source sidecars,referee,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,referee/furiosa-score-t22-20260827,0d237b1cd5fe6652541426ac0db03c43fd27d009,origin/referee/furiosa-score-t22-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:59:39+08:00,audit Tick 22 c38 score accounting,referee,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,supervisor/furiosa-evidence-20260827,d552feeb2159768d451d5cddf15a078b4557e4ab,origin/supervisor/furiosa-evidence-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T12:14:10+08:00,audit: cross-examine tick54 score claims,supervisor,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,supervisor/han-mechanism-20260827,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,origin/supervisor/han-mechanism-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,supervisor,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,work/luna-fence,91741a09de5472fa73a8cbf33ebfd67e3c06046d,origin/work/luna-fence,n/a (remote ref),not-attached,MoonCaves,2026-08-26T05:12:54+08:00,index: fence the consolidated store against concurrent writers (#4),work,absent/UNCERTAIN,none-observed,91741a09de5472fa73a8cbf33ebfd67e3c06046d,ancestor
origin-ref,UNCERTAIN,work/luna-fresh,4b4d94d4b04b596917ca24f62f28ff4d6c9b5137,origin/work/luna-fresh,n/a (remote ref),not-attached,MoonCaves,2026-08-26T05:16:42+08:00,index+cli: stamp per-project freshness watermarks; fix false staleness (#3),work,absent/UNCERTAIN,none-observed,4b4d94d4b04b596917ca24f62f28ff4d6c9b5137,ancestor
origin-ref,UNCERTAIN,work/luna-proto,5a6f6f15cb98a22a8e159be4cc94de421e236ae1,origin/work/luna-proto,n/a (remote ref),not-attached,MoonCaves,2026-08-26T05:22:18+08:00,agentproto: apply the ponytail-review findings on FINDINGS.md,work,absent/UNCERTAIN,none-observed,5a6f6f15cb98a22a8e159be4cc94de421e236ae1,ancestor
origin-ref,UNCERTAIN,worker/furiosa-arithmetic-t21-20260827,e1a85898ed0ad2a515ce87ab4e849166ee8d5f28,origin/worker/furiosa-arithmetic-t21-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:57:13+08:00,docs: correct rival receipt hash attribution,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-audit-adoption-20260827,84f6caa7415bf35d012250879e02e08b9475c1c5,origin/worker/furiosa-audit-adoption-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T02:57:09+08:00,docs: record candidate adoption audit,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-audit-identity-20260827,8f58e023554fb7d64b651db7a3f40ac8cea10fb8,origin/worker/furiosa-audit-identity-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T02:59:13+08:00,docs: correct setup blob identity,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-audit-mutation-20260827,692b359ddfdaee5435d08a72da8601ae5225dae9,origin/worker/furiosa-audit-mutation-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T03:04:29+08:00,audit: correct candidate mutation coverage,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-best-effort-contract-20260827,3b641ce9582541a60a7b37c8456bedaa9d86d29c,origin/worker/furiosa-best-effort-contract-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:32:21+08:00,fix(cli): state detached tag publication is best effort,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-cancellable-consolidation-20260827,cc3e08848aeb58d5360c631e516d5ede0c89f831,origin/worker/furiosa-cancellable-consolidation-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T03:42:11+08:00,test(index): record cancellation mutation audit,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-census-t17-20260827,430ec3b49ee481322a6bcba8ed6521dda9d734c0,origin/worker/furiosa-census-t17-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:10:43+08:00,docs: correct Tick 17 adoption chronology,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-claimspy-t20-20260827,cbc87ac1339c8fa6793c4484ec1138f75479491f,origin/worker/furiosa-claimspy-t20-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:34:12+08:00,docs: record Furiosa Tick 20 claim spy,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-claimspy-t24-20260827,45238786c1e89599c8eb904a1fb8af5cd396b9a3,origin/worker/furiosa-claimspy-t24-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:12:16+08:00,audit: record Tick 24 claim spy verdicts,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-composite-t17-20260827,3c5dd3659a4fec0f6ebd50135bab33224f365fc2,origin/worker/furiosa-composite-t17-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:05:55+08:00,docs: record composite scope incompatibility,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-composite-t17b-20260827,34d2fb05161b1be7819b80804fca2e3a576243cf,origin/worker/furiosa-composite-t17b-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:13:49+08:00,docs: record clean composite contract,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-detached-publication-20260827,8c8216e25e22496b2e3e919fce836be49d692e25,origin/worker/furiosa-detached-publication-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T04:15:58+08:00,fix(index): prune only missing source topics,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-external-branch-recovery-20260827,a8cac855f17eeaab89838665acb3f48357a1bb1b,origin/worker/furiosa-external-branch-recovery-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:30:08+08:00,docs: record Furiosa external branch recovery,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-external-nilscope-referee-20260827,d91870634ff42b11165811111442acab26244d39,origin/worker/furiosa-external-nilscope-referee-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:32:59+08:00,fix: unblock nil-scope consolidated tag-write,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-external-receipt-contract-20260827,dea330f65b346efb64e5f1db69b24bca50db5489,origin/worker/furiosa-external-receipt-contract-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:37:05+08:00,close receipt contract wording report,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-final-current-base-20260827,0cd00e44c7eb87e30fcf72f8ae790e7060635b09,origin/worker/furiosa-final-current-base-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:40:25+08:00,fix(index): prune orphaned consolidated sidecars,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-finish-harvest-20260827,d0d716c46f32573fee02b6e951acf76aa7a04c8f,origin/worker/furiosa-finish-harvest-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T04:59:28+08:00,integrate Furiosa detached publication candidate,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-fold-latency-20260827,8aab2cbfc6fe6a395017807a39a0c2a894672bcf,origin/worker/furiosa-fold-latency-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T03:08:31+08:00,test: characterize foreground consolidated fold latency,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-harvest-t19-20260827,0717c49a1c1027984e083cd5f84c009b90c001a0,origin/worker/furiosa-harvest-t19-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:29:17+08:00,docs: harvest Furiosa tick 19 candidates,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-integration-terminal-contract-20260827,a78b39b3d87c82a4f83878359afc98e2b8fde2d4,origin/worker/furiosa-integration-terminal-contract-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:12:37+08:00,fix: prune sidecars for removed sessions,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-integration-winner-20260827,8c8216e25e22496b2e3e919fce836be49d692e25,origin/worker/furiosa-integration-winner-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T04:15:58+08:00,fix(index): prune only missing source topics,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-integration-winner-shrink-20260827,5eb3a38309a5319befaa434483bbf97004312129,origin/worker/furiosa-integration-winner-shrink-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:27:22+08:00,refactor(cli): remove dead overlay bookkeeping,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-mutation-t18-20260827,c846e9e08096abc748359754355271c12e83cd3e,origin/worker/furiosa-mutation-t18-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:27:32+08:00,docs: record Furiosa tick 18 mutation evidence,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-mutation-t22-20260827,4d145f84d5de73caa778b2b44ce63551352dd4f7,origin/worker/furiosa-mutation-t22-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:50:54+08:00,test: record furiosa tick 22 mutation results,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-nil-scope-attack-2,c1be8909a181c4d8afb131f115a30bb7d14ade35,origin/worker/furiosa-nil-scope-attack-2,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:04:04+08:00,test: reproduce consolidated-only default tag-write block,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-nil-scope-attack-20260827,be086d9468e1b3c779932993598c9ae1853aee8e,origin/worker/furiosa-nil-scope-attack-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:12:41+08:00,docs: record nil-scope hostile disposition,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-nil-scope-v2,ef9f6ab31530bc689329e8058936473b6ae27601,origin/worker/furiosa-nil-scope-v2,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:25:29+08:00,fix: keep default consolidated tag writes responsive,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-ozzy-results-spy-20260827,bd6bfb36b46ff468c507de5fdf4c775c19047579,origin/worker/furiosa-ozzy-results-spy-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:02:46+08:00,correct Ozzy result audit rulings,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-prior-art-cadence-20260827,a83deca5dc2915406aabf84cfb0902b535b9e601,origin/worker/furiosa-prior-art-cadence-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:18:48+08:00,docs: extend prior-art cadence for terminal publication,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-prior-art-tick17,ef2eebf414e77086be06281539c5a50ba036a32a,origin/worker/furiosa-prior-art-tick17,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:02:15+08:00,research: add tick17 prior art delta,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-priorart-t17-20260827,e98aca8f21c77e4d8db77582521cbbb3cb677f72,origin/worker/furiosa-priorart-t17-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T06:02:40+08:00,docs: record Furiosa tick17 prior art,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-publisher-mutation-matrix-20260827,0995e28446cd9766fc4bf082123199f9171aaba4,origin/worker/furiosa-publisher-mutation-matrix-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:27:40+08:00,test: codify nil-scope consolidated fence safety,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-publisher-referee-20260827,217f7eb3c50c2aef2212ea452e751405badc4390,origin/worker/furiosa-publisher-referee-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T04:32:14+08:00,referee detached publisher candidates,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-rival-claims-20260827,cb5c84d2574097aebe46726249348bc56912decf,origin/worker/furiosa-rival-claims-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T05:14:04+08:00,docs: refresh rival claim audit heads,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-t25-mechanisms-20260827,ab885674699e235cb6e9c9eaa5209e0b4ce0775b,origin/worker/furiosa-t25-mechanisms-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:23:44+08:00,docs: sharpen prior-art fingerprint comparisons,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-t26-filter-mutation-20260827,ee86f33dd6646dee80fe28544cd066cde7830a3b,origin/worker/furiosa-t26-filter-mutation-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:34:29+08:00,report focused test filter false-green audit,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-t26-selector-mutation-20260827,10c1b13c5650e5d20f532f32ae9316b7d2b1676d,origin/worker/furiosa-t26-selector-mutation-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:36:49+08:00,test: record sidecar selector mutation evidence,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-t26-speed-audit-20260827,c6ad369ce16bf75f48a717a6fa41b3d12e1fe833,origin/worker/furiosa-t26-speed-audit-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:34:27+08:00,audit: hold Ozzy tombstone speed claim,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-t28-han-claimspy-20260827,b2aa76fde37da4d4ab2f4906caf5af10a3707ec3,origin/worker/furiosa-t28-han-claimspy-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:53:09+08:00,audit: record Han tick 28 claim spy,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-t28-ozzy-claimspy-20260827,b799c65bdbad268fe2dc90986ecff2f61826ffc0,origin/worker/furiosa-t28-ozzy-claimspy-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:54:29+08:00,audit Ozzy tick 28 claims,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-t28-patch-referee-20260827,81e51b83fa2f39904e0a3ab90ae21fab260f9c24,origin/worker/furiosa-t28-patch-referee-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:53:13+08:00,audit: record post-cutoff Han Ozzy patch census,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-t29-adoption-regrade-20260827,976bff78f0d4044fbf0e5da888f198fe16c230ea,origin/worker/furiosa-t29-adoption-regrade-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:58:54+08:00,audit: regrade Tick 29 prior art adoption,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-t29-external-mechanisms-20260827,3c31ccbb413cff8ab829aa150864bb030f9249f8,origin/worker/furiosa-t29-external-mechanisms-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T08:01:59+08:00,record tick 29 external mechanisms,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
origin-ref,UNCERTAIN,worker/furiosa-t29-live-census-20260827,3bcb29561c40434539306c98a45c5d713e09789e,origin/worker/furiosa-t29-live-census-20260827,n/a (remote ref),not-attached,MoonCaves,2026-08-27T07:59:04+08:00,audit: record Tick 29 live prior-art census,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
